Region,Specialisms,ServiceTypes,Count
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Clinic|Diagnosis/screening,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Community services - Healthcare,2
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Community services - Healthcare|Doctors/GPs|Doctors/GPs,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Dentist,3
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Diagnosis/screening,8
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Doctors/GPs|Doctors/GPs,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Homecare agencies,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Hospice,4
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Hospital,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs,Phone/online advice,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Blood and transplant service,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Clinic,2
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Clinic|Dentist,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Community services - Healthcare,9
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Dentist,14
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Diagnosis/screening,9
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs,5
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs|Dentist|Doctors/GPs,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Doctors/GPs|Doctors/GPs,21
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Homecare agencies,5
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Hospice,2
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs,Hospital,5
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Community services - Healthcare,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Community services - Healthcare|Rehabilitation (illness/injury),1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Dentist,2
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Doctors/GPs|Doctors/GPs,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,5
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Rehabilitation (illness/injury),1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Caring for adults over 65 yrs|Substance misuse problems,Community services - Substance abuse,3
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs,Homecare agencies|Supported living,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Community services - Mental Health|Hospitals - Mental health/capacity|Prison healthcare,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Community services - Nursing|Homecare agencies,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,8
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Dentist,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Diagnosis/screening|Long-term conditions|Rehabilitation (illness/injury),1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,3
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies|Supported living,2
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Eating disorders|Physical disabilities,Hospitals - Mental health/capacity,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Dentist,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,12
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,8
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Eating disorders|Physical disabilities,Homecare agencies,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies,2
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Homecare agencies|Supported living,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs|Substance misuse problems|Physical disabilities,Supported living,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Learning disabilities|Mental health conditions|Eating disorders,Hospital,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Community services - Mental Health|Hospitals - Mental health/capacity,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Hospitals - Mental health/capacity,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act,Hospitals - Mental health/capacity|Rehabilitation (illness/injury),1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Caring for people whose rights are restricted under the Mental Health Act|Substance misuse problems|Eating disorders,Community services - Mental Health|Hospitals - Mental health/capacity,2
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Eating disorders|Physical disabilities,Homecare agencies,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,3
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Dementia|Mental health conditions|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies|Supported living,3
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Eating disorders,Hospitals - Mental health/capacity,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities,Doctors/GPs|Doctors/GPs,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities,Homecare agencies,2
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities,Homecare agencies|Supported living,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities,Rehabilitation (illness/injury),1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities,Residential homes,5
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities,Shared lives,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Community services - Healthcare|Doctors/GPs|Dentist|Doctors/GPs|Long-term conditions|Community services - Mental Health|Prison healthcare|Rehabilitation (illness/injury),1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Dentist,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Homecare agencies,2
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Homecare agencies|Supported living,3
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Residential homes,3
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Residential homes|Supported living,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs,Supported living,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Caring for adults over 65 yrs|Physical disabilities,Homecare agencies,2
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Caring for people whose rights are restricted under the Mental Health Act,Community services - Learning disabilities|Hospitals - Mental health/capacity,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions,Community services - Learning disabilities|Community services - Mental Health,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions,Doctors/GPs|Doctors/GPs,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions,Homecare agencies,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions,Nursing homes,1
East,Caring for children (0 - 18yrs)|Caring for adults under 65 yrs|Learning disabilities|Mental health conditions|Caring for adults over 65 yrs,Homecare agencies,2
